Name,BSE_code,NSE_code,Industry,Current_Price,Market_Capitalization
Hindware Home In,542905,HINDWAREAP,Trading, 442 ," 3,196 "
Apollo Micro Sys,540879,APOLLO,Electronics - Components, 107 ," 3,196 "
SEAMEC Ltd,526807,SEAMECLTD,Shipping," 1,266 "," 3,219 "
Pearl Global Ind,532808,PGIL,Textiles - Products, 740 ," 3,227 "
Bhansali Engg.,500052,BEPL,Petrochemicals, 130 ," 3,228 "
Stylam Industrie,526951,STYLAMIND,Miscellaneous," 1,922 "," 3,257 "
TVS Srichakra,509243,TVSSRICHAK,Tyres," 4,271 "," 3,272 "
Sagar Cements,502090,SAGCEM,Cement - South India, 251 ," 3,277 "
Prakash Industri,506022,PRAKASH,Steel - Medium / Small, 184 ," 3,294 "
Kolte Patil Dev.,532924,KOLTEPATIL,Construction, 434 ," 3,295 "
Sindhu Trade,532029,SINDHUTRAD,Miscellaneous, 21 ," 3,301 "
Sandhar Tech,541163,SANDHAR,Auto Ancillaries, 550 ," 3,309 "
HLE Glascoat,522215,HLEGLAS,Engineering, 486 ," 3,315 "
Dalmia Bharat,500097,DALMIASUG,Sugar, 410 ," 3,321 "
Balu Forge,531112,BALUFORGE,Castings & Forgings, 324 ," 3,326 "
Veritas (India),512229,,Trading," 1,249 "," 3,348 "
Shivalik Bimetal,513097,SBCL,Mining / Minerals / Metals, 581 ," 3,349 "
Ideaforge Tech,543932,IDEAFORGE,Engineering, 781 ," 3,351 "
MPS,532440,MPSLTD,Computers - Software - Medium / Small," 1,961 "," 3,355 "
TCNS Clothing Co,541700,TCNSBRANDS,Textiles - Products, 531 ," 3,363 "
Fiem Industries,532768,FIEMIND,Auto Ancillaries," 1,278 "," 3,363 "
Thyrocare Tech.,539871,THYROCARE,Healthcare, 637 ," 3,375 "
Tinna Rubber,530475,,Miscellaneous," 1,972 "," 3,377 "
Indostar Capital,541336,INDOSTAR,Finance & Investments, 248 ," 3,378 "
BF Utilities,532430,BFUTILITIE,Power Generation And Supply, 898 ," 3,381 "
NRB Bearings,530367,NRBBEARING,Bearings, 349 ," 3,386 "
Steel Str. Wheel,513262,SSWL,Auto Ancillaries, 217 ," 3,400 "
Guj. Themis Bio.,506879,,Pharmaceuticals - Indian - Bulk Drugs, 469 ," 3,406 "
Fischer Medical,524743,,Trading, 637 ," 3,408 "
Somany Ceramics,531548,SOMANYCERA,Ceramics - Tiles / Sanitaryware, 832 ," 3,413 "
Bajel Projects,544042,BAJEL,Engineering - Turnkey Services, 297 ," 3,429 "
Repco Home Fin,535322,REPCOHOME,Finance - Housing, 549 ," 3,436 "
Maithan Alloys,590078,MAITHANALL,Mining / Minerals / Metals," 1,190 "," 3,465 "
Zaggle Prepaid,543985,ZAGGLE,Computers - Software - Medium / Small, 283 ," 3,468 "
Gufic BioScience,509079,GUFICBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln, 346 ," 3,473 "
Delta Corp,532848,DELTACORP,Recreation / Amusement Parks, 130 ," 3,476 "
Swaraj Engines,500407,SWARAJENG,Engines," 2,886 "," 3,506 "
Thejo Engg.,,THEJO,Engineering," 3,242 "," 3,515 "
Navneet Educat.,508989,NAVNETEDUL,Printing & Stationery, 157 ," 3,542 "
Ganesha Ecosphe.,514167,GANECOS,Textiles - Processing," 1,401 "," 3,550 "
Avalon Tech,543896,AVALON,Electronics - Components, 541 ," 3,558 "
La Opala RG,526947,LAOPALA,Glass & Glass Products, 321 ," 3,565 "
EMS,543983,EMSLIMITED,Construction, 643 ," 3,570 "
Guj Inds. Power,517300,GIPCL,Power Generation And Supply, 236 ," 3,572 "
AWFIS Space,544181,AWFIS,Miscellaneous, 515 ," 3,572 "
Yatharth Hospit.,543950,YATHARTH,Healthcare, 416 ," 3,575 "
VST Till. Tract.,531266,VSTTILLERS,Automobiles - Tractors," 4,172 "," 3,604 "
The Anup Enginee,542460,ANUP,Engineering," 1,820 "," 3,621 "
Spectrum Electr.,,SPECTRUM,Electric Equipment," 2,336 "," 3,645 "
Datamatics Glob.,532528,DATAMATICS,Computers - Software - Medium / Small, 619 ," 3,656 "
Prime Focus,532748,PFOCUS,Entertainment / Electronic Media Software, 122 ," 3,672 "
Shaily Engineer.,501423,SHAILY,Plastics Products, 802 ," 3,677 "
Cartrade Tech,543333,CARTRADE,Miscellaneous, 780 ," 3,681 "
Cigniti Tech.,534758,CIGNITITEC,Computers - Software - Medium / Small," 1,360 "," 3,713 "
Ashapura Minech.,527001,ASHAPURMIN,Mining / Minerals / Metals, 406 ," 3,715 "
Unichem Labs.,506690,UNICHEMLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln, 532 ," 3,745 "
Uflex,500148,UFLEX,Packaging, 520 ," 3,753 "
Bajaj Consumer,533229,BAJAJCON,Personal Care - Indian, 264 ," 3,769 "
Manorama Indust.,541974,MANORAMA,Food - Processing - Indian, 634 ," 3,777 "
Shipping Land,544142,SCILAL,Miscellaneous, 81 ," 3,783 "
Mahindra Logis.,540768,MAHLOG,Miscellaneous, 525 ," 3,783 "
Styrenix Perfor.,506222,STYRENIX,Petrochemicals," 2,151 "," 3,784 "
Honda India,522064,HONDAPOWER,Electric Equipment," 3,736 "," 3,788 "
IRB InvIT Fund,540526,IRBINVIT,Construction, 65 ," 3,798 "
Nucleus Soft.,531209,NUCLEUS,Computers - Software - Medium / Small," 1,420 "," 3,802 "
Skipper,538562,SKIPPER,Engineering, 351 ," 3,805 "
JTL Industries,534600,JTLIND,Steel - Medium / Small, 223 ," 3,817 "
Gensol Engineer.,542851,GENSOL,Engineering - Turnkey Services," 1,012 "," 3,833 "
Sunflag Iron,500404,SUNFLAG,Steel - Medium / Small, 213 ," 3,838 "
Apeejay Surrend.,544111,PARKHOTELS,Hotels, 180 ," 3,842 "
Savita Oil Tech,524667,SOTL,Petrochemicals, 558 ," 3,853 "
Hathway Cable,533162,HATHWAY,Telecommunications - Service Provider, 22 ," 3,855 "
Medi Assist Ser.,544088,MEDIASSIST,Miscellaneous, 549 ," 3,862 "
DDev Plastiks,543547,,Chemicals, 374 ," 3,869 "
Nirlon,500307,,Construction, 430 ," 3,872 "
Hinduja Global,532859,HGS,Computers - Software - Medium / Small, 839 ," 3,904 "
Borosil,543212,BOROLTD,Glass & Glass Products, 327 ," 3,906 "
Greenply Industr,526797,GREENPLY,Miscellaneous, 318 ," 3,936 "
Bannari Amm.Sug.,500041,BANARISUG,Sugar," 3,143 "," 3,941 "
ISMT,532479,ISMTLTD,Steel - Medium / Small, 131 ," 3,943 "
Lumax Auto Tech.,532796,LUMAXTECH,Auto Ancillaries, 583 ," 3,973 "
Tide Water Oil,590005,TIDEWATER,Chemicals," 2,291 "," 3,992 "
NDR INVIT Trust,,NDRINVIT,Construction, 104 ," 3,994 "
Ramky Infra,533262,RAMKY,Construction, 579 ," 4,003 "
Indian Metals,533047,IMFA,Mining / Minerals / Metals, 742 ," 4,006 "
Greenpanel Inds.,542857,GREENPANEL,Miscellaneous, 327 ," 4,006 "
Lloyds Enterpris,512463,,Trading, 32 ," 4,010 "
Prem. Explosives,526247,PREMEXPLN,Chemicals, 747 ," 4,014 "
DCX Systems,543650,DCXINDIA,Electronics - Components, 361 ," 4,024 "
Sharda Cropchem,538666,SHARDACROP,Pesticides / Agrochemicals - Indian, 447 ," 4,028 "
Grauer & Weil,505710,,Chemicals, 89 ," 4,041 "
KDDL Ltd,532054,KDDL,Miscellaneous," 3,228 "," 4,047 "
Kalyani Steels,500235,KSL,Steel - Medium / Small, 931 ," 4,067 "
Muthoot Microfin,544055,MUTHOOTMF,Finance & Investments, 240 ," 4,097 "
Gopal Snacks,544140,GOPAL,Food - Processing - Indian, 330 ," 4,109 "
Hikal,524735,HIKAL,Pharmaceuticals - Indian - Bulk Drugs, 334 ," 4,116 "
SpiceJet,500285,,Transport - Airlines, 52 ," 4,123 "
Venus Pipes,543528,VENUSPIPES,Steel - Medium / Small," 2,051 "," 4,164 "
Hawkins Cookers,508486,,Domestic Appliances," 7,876 "," 4,167 "
GTL Infra.,532775,GTLINFRA,Telecommunications - Equipment, 3 ," 4,175 "
WPIL,505872,,Engineering - Turnkey Services," 4,276 "," 4,176 "
Neogen Chemicals,542665,NEOGEN,Chemicals," 1,588 "," 4,190 "
Avantel,532406,,Telecommunications - Equipment, 173 ," 4,198 "
Samhi Hotels,543984,SAMHI,Hotels, 191 ," 4,203 "
Sula Vineyards,543711,SULA,Breweries & Distilleries, 498 ," 4,205 "
Shilchar Tech.,531201,,Electric Equipment," 5,521 "," 4,211 "
Ashiana Housing,523716,ASHIANA,Construction, 420 ," 4,223 "
Subros,517168,SUBROS,Auto Ancillaries, 647 ," 4,223 "
Imagica. Enter.,539056,IMAGICAA,Recreation / Amusement Parks, 78 ," 4,238 "
Fineotex Chem,533333,FCL,Chemicals, 383 ," 4,243 "
Lux Industries,539542,LUXIND,Textiles - Composite," 1,416 "," 4,258 "
Orissa Minerals,590086,ORISSAMINE,Mining / Minerals / Metals," 7,106 "," 4,264 "
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln, 382 ," 4,269 "
DCB Bank,532772,DCBBANK,Banks - Private Sector, 138 ," 4,322 "
Bombay Dyeing,500020,BOMDYEING,Textiles - Manmade, 211 ," 4,358 "
West Coast Paper,500444,WSTCSTPAPR,Paper, 670 ," 4,425 "
L G Balakrishnan,500250,LGBBROSLTD,Auto Ancillaries," 1,429 "," 4,487 "
Kewal Kir.Cloth.,532732,KKCL,Textiles - Products, 731 ," 4,502 "
Fedbank Financi.,544027,FEDFINA,Finance & Investments, 122 ," 4,513 "
Fusion Microfin.,543652,FUSION,Finance & Investments, 449 ," 4,516 "
Entero Healthcar,544122,ENTERO,Trading," 1,040 "," 4,524 "
Shanthi Gears,522034,SHANTIGEAR,Engineering, 591 ," 4,532 "
AGI Greenpac,500187,AGI,Packaging, 704 ," 4,556 "
NOCIL,500730,NOCIL,Chemicals, 276 ," 4,598 "
Sanghvi Movers,530073,SANGHVIMOV,Miscellaneous," 1,063 "," 4,602 "
JNK,544167,JNKINDIA,Engineering, 829 ," 4,610 "
Balmer Lawrie,523319,BALMLAWRIE,Diversified - Large, 270 ," 4,621 "
Aarti Drugs,524348,AARTIDRUGS,Pharmaceuticals - Indian - Bulk Drugs, 505 ," 4,639 "
Rossari Biotech,543213,ROSSARI,Chemicals, 842 ," 4,650 "
Protean eGov,544021,,Computers - Software - Medium / Small," 1,150 "," 4,651 "
Bharat Hig.InvIT,544137,BHINVIT,Construction, 105 ," 4,667 "
TCI Express,540212,TCIEXP,Miscellaneous," 1,222 "," 4,684 "
Jayaswal Neco,522285,JAYNECOIND,Steel - Large, 48 ," 4,690 "
Blue Cloud Soft.,539607,,Computers - Software - Medium / Small, 215 ," 4,691 "
Kovai Medical,523323,,Healthcare," 4,288 "," 4,691 "
Thangamayil Jew.,533158,THANGAMAYL,Diamond Cutting / Jewellery," 1,721 "," 4,722 "
Oriana Power Ltd,,ORIANA,Power Generation And Supply," 2,474 "," 4,745 "
Kaveri Seed Co.,532899,KSCL,Miscellaneous, 934 ," 4,806 "
Bharat Rasayan,590021,BHARATRAS,Pesticides / Agrochemicals - Indian," 11,622 "," 4,829 "
Tilaknagar Inds.,507205,TI,Breweries & Distilleries, 251 ," 4,839 "
Banco Products,500039,BANCOINDIA,Auto Ancillaries, 688 ," 4,918 "
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Ancillaries, 123 ," 4,923 "
VRL Logistics,539118,VRLLOG,Miscellaneous, 564 ," 4,929 "
Restaurant Brand,543248,RBA,Hotels, 99 ," 4,950 "
Team Lease Serv.,539658,TEAMLEASE,Miscellaneous," 2,957 "," 4,959 "
Heidelberg Cem.,500292,HEIDELBERG,Cement - North India, 219 ," 4,961 "
Dynamatic Tech.,505242,DYNAMATECH,Engineering," 7,346 "," 4,989 "
Harsha Engg Intl,543600,HARSHA,Auto Ancillaries, 549 ," 4,999 "
SG Mart,512329,,Trading, 450 ," 5,018 "
Spandana Sphoort,542759,SPANDANA,Finance & Investments, 706 ," 5,037 "
GMR Urban,543490,GMRP&UI,Engineering - Turnkey Services, 84 ," 5,064 "
Vaibhav Global,532156,VAIBHAVGBL,Diamond Cutting / Jewellery, 309 ," 5,118 "
Gateway Distri,543489,GATEWAY,Miscellaneous, 103 ," 5,123 "
Bajaj Hindusthan,500032,BAJAJHIND,Sugar, 40 ," 5,123 "
Jain Irrigation,500219,JISLJALEQS,Plastics Products, 76 ," 5,127 "
Wonderla Holiday,538268,WONDERLA,Recreation / Amusement Parks, 914 ," 5,171 "
Inox Green,543667,INOXGREEN,Engineering - Turnkey Services, 177 ," 5,204 "
Heritage Foods,519552,HERITGFOOD,Food - Processing - Indian, 561 ," 5,207 "
Moschip Tech.,532407,,Computers - Software - Medium / Small, 276 ," 5,210 "
Tips Industries,532375,TIPSINDLTD,Entertainment / Electronic Media Software, 408 ," 5,244 "
Bharat Bijlee,503960,BBL,Electric Equipment," 4,652 "," 5,259 "
Ami Organics,543349,AMIORG,Pharmaceuticals - Indian - Bulk Drugs," 1,292 "," 5,287 "
Health.Global,539787,HCG,Healthcare, 380 ," 5,293 "
MAS FINANC SER,540749,MASFIN,Finance & Investments, 294 ," 5,338 "
Hemisphere Prop,543242,HEMIPROP,Construction, 188 ," 5,368 "
Johnson Con. Hit,523398,JCHAC,Air-conditioners," 1,974 "," 5,368 "
GHCL,500171,GHCL,Chemicals, 564 ," 5,396 "
Rain Industries,500339,RAIN,Miscellaneous, 161 ," 5,409 "
JTEKT India,520057,JTEKTINDIA,Auto Ancillaries, 214 ," 5,429 "
Garware Hi Tech,500655,GRWRHITECH,Packaging," 2,356 "," 5,474 "
Exicom Tele-Sys.,544133,EXICOM,Electric Equipment, 454 ," 5,485 "
Go Fashion (I),543401,GOCOLORS,Textiles - Products," 1,017 "," 5,490 "
Paras Defence,543367,PARAS,Engineering," 1,409 "," 5,494 "
Epigral,543332,EPIGRAL,Chlor Alkali / Soda Ash," 1,325 "," 5,505 "
Aarti Pharma,543748,AARTIPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln, 611 ," 5,538 "
TD Power Systems,533553,TDPOWERSYS,Electric Equipment, 356 ," 5,552 "
Patel Engineerin,531120,PATELENG,Construction, 66 ," 5,555 "
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals - Indian - Formulations, 570 ," 5,570 "
Pilani Invest.,539883,PILANIINVS,Finance & Investments," 5,037 "," 5,577 "
ICRA,532835,ICRA,Miscellaneous," 5,835 "," 5,631 "
TARC Ltd,543249,TARC,Construction, 191 ," 5,634 "
Utkarsh Small F.,543942,UTKARSHBNK,Banks - Private Sector, 51 ," 5,635 "
Orient Cement,535754,ORIENTCEM,Cement - South India, 275 ," 5,639 "
D B Corp,533151,DBCORP,Entertainment / Electronic Media Software, 317 ," 5,644 "
Privi Speci.,530117,PRIVISCL,Chemicals," 1,447 "," 5,652 "
Gujarat Alkalies,530001,GUJALKALI,Chlor Alkali / Soda Ash, 770 ," 5,657 "
MTAR Technologie,543270,MTARTECH,Engineering," 1,858 "," 5,716 "
Aditya Vision,540205,,Trading," 4,449 "," 5,724 "
Bondada Engineer,543971,,Engineering - Turnkey Services," 2,654 "," 5,734 "
Orient Electric,541301,ORIENTELEC,Domestic Appliances, 270 ," 5,767 "
Orchid Pharma,524372,ORCHPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln," 1,139 "," 5,777 "
V-Mart Retail,534976,VMART,Trading," 2,922 "," 5,779 "
Black Box,500463,BBOX,Computers - Software - Medium / Small, 351 ," 5,893 "
Share India Sec.,540725,SHAREINDIA,Finance & Investments, 300 ," 5,915 "
Cyient DLM,543933,CYIENTDLM,Electronics - Components, 747 ," 5,926 "
GMM Pfaudler,505255,GMMPFAUDLR,Engineering," 1,319 "," 5,932 "
Allcargo Logist.,532749,ALLCARGO,Miscellaneous, 61 ," 5,946 "
Kirloskar Indus.,500243,KIRLOSIND,Finance & Investments," 6,002 "," 5,964 "
Sundaram Fin.Hol,,SUNDARMHLD,Finance & Investments, 269 ," 5,977 "
Gulf Oil Lubric.,538567,GULFOILLUB,Chemicals," 1,217 "," 5,989 "
Pricol Ltd,540293,PRICOLLTD,Auto Ancillaries, 492 ," 5,997 "
MSTC,542597,MSTCLTD,Trading, 857 ," 6,035 "
Dodla Dairy,543306,DODLA,Food - Processing - Indian," 1,015 "," 6,038 "
NIIT Learning,543952,NIITMTS,Computers - Education, 445 ," 6,039 "
Rallis India,500355,RALLIS,Pesticides / Agrochemicals - Indian, 312 ," 6,065 "
Le Travenues,544192,IXIGO,Travel Agencies, 157 ," 6,081 "
PTC India,532524,PTC,Trading, 206 ," 6,098 "
India Infr Trust,542543,,Construction, 92 ," 6,109 "
Hindustan Foods,519126,HNDFDS,Food - Processing - Indian, 536 ," 6,142 "
Edelweiss.Fin.,532922,EDELWEISS,Finance & Investments, 65 ," 6,154 "
VST Industries,509966,VSTIND,Cigarettes," 3,995 "," 6,169 "
Welspun Enterp,532553,WELENT,Construction, 449 ," 6,217 "
Sudarshan Chem.,506655,SUDARSCHEM,Dyes And Pigments, 901 ," 6,238 "
Guj. Ambuja Exp,524226,GAEL,Solvent Extraction, 136 ," 6,249 "
J Kumar Infra,532940,JKIL,Construction, 831 ," 6,286 "
Ashoka Buildcon,533271,ASHOKA,Engineering - Turnkey Services, 225 ," 6,304 "
EPL Ltd,500135,EPL,Packaging, 198 ," 6,305 "
R Systems Intl.,532735,RSYSTEMS,Computers - Software - Medium / Small, 536 ," 6,345 "
Natl.Fertilizer,523630,NFL,Fertilizers, 130 ," 6,396 "
KRBL,530813,KRBL,Food - Processing - Indian, 284 ," 6,492 "
SIS,540673,SIS,Miscellaneous, 451 ," 6,499 "
IIFL Securities,542773,IIFLSEC,Finance & Investments, 211 ," 6,500 "
NESCO,505355,NESCO,Construction, 924 ," 6,507 "
Kesoram Inds.,502937,KESORAMIND,Cement - North India, 210 ," 6,524 "
Indigo Paints,543258,INDIGOPNTS,Paints / Varnishes," 1,373 "," 6,538 "
Sharda Motor,535602,SHARDAMOTR,Auto Ancillaries," 2,202 "," 6,548 "
CSB Bank,542867,CSBBANK,Banks - Private Sector, 378 ," 6,560 "
Borosil Renew.,502219,BORORENEW,Glass & Glass Products, 504 ," 6,579 "
Technocraf.Inds.,532804,TIIL,Steel - Medium / Small," 2,887 "," 6,630 "
IFB Industries,505726,IFBIND,Domestic Appliances," 1,638 "," 6,636 "
Nazara Technolo.,543280,NAZARA,Telecommunications - Service Provider, 869 ," 6,652 "
Paisalo Digital,532900,PAISALO,Finance & Investments, 74 ," 6,672 "
Sterlite Tech.,532374,STLTECH,Cables - Telephone, 137 ," 6,675 "
Gokaldas Exports,532630,GOKEX,Textiles - Products, 940 ," 6,691 "
Surya Roshni,500336,SURYAROSNI,Steel - Large, 625 ," 6,797 "
Rolex Rings,543325,ROLEXRINGS,Castings & Forgings," 2,498 "," 6,802 "
Paradeep Phosph.,543530,PARADEEP,Fertilizers, 84 ," 6,808 "
Jai Corp,512237,JAICORPLTD,Plastics Products, 382 ," 6,815 "
Diamond Power,522163,DIACABS,Cables - Power," 1,295 "," 6,822 "
Max Estates,544008,MAXESTATES,Construction, 465 ," 6,845 "
Arvind Fashions.,542484,ARVINDFASN,Trading, 516 ," 6,867 "
Ethos Ltd,543532,ETHOSLTD,Trading," 2,812 "," 6,883 "
V I P Inds.,507880,VIPIND,Moulded Luggage, 485 ," 6,886 "
Piccadily Agro,530305,,Breweries & Distilleries, 731 ," 6,891 "
Laxmi Organic,543277,LXCHEM,Chemicals, 251 ," 6,929 "
Insolation Ener,543620,,Electric Equipment," 3,327 "," 6,932 "
Jindal Worldwide,531543,JINDWORLD,Textiles - Products, 346 ," 6,933 "
Gabriel India,505714,GABRIEL,Auto Ancillaries, 484 ," 6,954 "
Sansera Enginee.,543358,SANSERA,Auto Ancillaries," 1,291 "," 6,958 "
Jana Small Finan,544118,JSFB,Banks - Private Sector, 669 ," 7,001 "
Blue Jet Health,544009,BLUEJET,Pharmaceuticals - Indian - Bulk Drugs & Formln, 404 ," 7,008 "
Transport Corp.,532349,TCI,Miscellaneous, 904 ," 7,028 "
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector, 27 ," 7,048 "
TV18 Broadcast,532800,TV18BRDCST,Entertainment / Electronic Media Software, 41 ," 7,060 "
Suprajit Engg.,532509,SUPRAJIT,Auto Ancillaries, 511 ," 7,073 "
Magellanic Cloud,538891,,Computers - Software - Medium / Small, 607 ," 7,092 "
eMudhra,543533,EMUDHRA,Computers - Software - Medium / Small, 856 ," 7,092 "
I T D C,532189,ITDC,Hotels, 831 ," 7,129 "
ASK Automotive,544022,ASKAUTOLTD,Auto Ancillaries, 363 ," 7,149 "
Marksans Pharma,524404,MARKSANS,Pharmaceuticals - Indian - Formulations, 159 ," 7,207 "
Kennametal India,505890,,Castings & Forgings," 3,301 "," 7,255 "
PDS,538730,PDSL,Trading, 550 ," 7,267 "
Man Infra,533169,MANINFRA,Construction, 196 ," 7,281 "
Easy Trip Plann.,543272,EASEMYTRIP,Travel Agencies, 41 ," 7,301 "
Time Technoplast,532856,TIMETECHNO,Plastics Products, 322 ," 7,316 "
Shakti Pumps,531431,SHAKTIPUMP,Pumps," 3,665 "," 7,342 "
Balaji Amines,530999,BALAMINES,Chemicals," 2,290 "," 7,418 "
Prince Pipes,542907,PRINCEPIPE,Plastics Products, 674 ," 7,455 "
T N Merc. Bank,543596,TMB,Banks - Private Sector, 471 ," 7,463 "
FDC,531599,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln, 462 ," 7,523 "
Aurionpro Sol.,532668,AURIONPRO,Computers - Software - Medium / Small," 1,364 "," 7,533 "
INDIA SHELTE FIN,544044,INDIASHLTR,Finance - Housing, 712 ," 7,617 "
Dilip Buildcon,540047,DBL,Construction, 524 ," 7,668 "
Vijaya Diagnost.,543350,VIJAYA,Healthcare, 749 ," 7,684 "
Dhanuka Agritech,507717,DHANUKA,Pesticides / Agrochemicals - Indian," 1,686 "," 7,684 "
Choice Intl.,531358,CHOICEIN,Finance & Investments, 387 ," 7,711 "
Indo Count Inds.,521016,ICIL,Textiles - Cotton/Blended, 390 ," 7,717 "
Greenlam Industr,538979,GREENLAM,Miscellaneous, 608 ," 7,758 "
SPARC,532872,SPARC,Miscellaneous, 240 ," 7,801 "
Power Mech Proj.,539302,POWERMECH,Engineering - Turnkey Services," 4,944 "," 7,816 "
Garware Tech.,509557,GARFIBRES,Textiles - Products," 3,846 "," 7,838 "
Prudent Corp.,543527,PRUDENT,Finance & Investments," 1,899 "," 7,864 "
Religare Enterp.,532915,RELIGARE,Finance & Investments, 239 ," 7,892 "
CCL Products,519600,CCL,Tea, 591 ," 7,892 "
Reliance Infra.,500390,RELINFRA,Engineering - Turnkey Services, 200 ," 7,920 "
Ganesh Housing,526367,GANESHHOUC,Construction, 951 ," 7,927 "
Va Tech Wabag,533269,WABAG,Engineering," 1,281 "," 7,966 "
JSW Holdings,532642,JSWHL,Finance & Investments," 7,190 "," 7,981 "
TVS Supply,543965,TVSSCS,Miscellaneous, 181 ," 7,989 "
Hind.Construct.,500185,HCC,Construction, 48 ," 8,005 "
CMS Info Systems,543441,CMSINFO,Miscellaneous, 494 ," 8,033 "
Mrs Bectors,543253,BECTORFOOD,Food - Processing - Indian," 1,375 "," 8,088 "
Symphony,517385,SYMPHONY,Domestic Appliances," 1,175 "," 8,102 "
Lloyds Engineeri,539992,LLOYDSENGG,Engineering, 71 ," 8,110 "
Avanti Feeds,512573,AVANTIFEED,Food - Processing - Indian, 598 ," 8,141 "
Medplus Health,543427,MEDPLUS,Trading, 682 ," 8,159 "
Inox Wind Energy,543297,IWEL,Power Generation And Supply," 6,786 "," 8,176 "
Sunteck Realty,512179,SUNTECK,Construction, 559 ," 8,192 "
Sarda Energy,504614,SARDAEN,Steel - Medium / Small, 233 ," 8,196 "
Archean Chemical,543657,ACI,Chemicals, 669 ," 8,255 "
Jubilant Ingrev.,543271,JUBLINGREA,Chemicals, 519 ," 8,264 "
Shoppers Stop,532638,SHOPERSTOP,Textiles - Products, 754 ," 8,294 "
Rajesh Exports,531500,RAJESHEXPO,Diamond Cutting / Jewellery, 282 ," 8,329 "
Netwrk.18 Media,532798,NETWORK18,Entertainment / Electronic Media Software, 80 ," 8,338 "
HEG,509631,HEG,Electrodes - Graphites," 2,163 "," 8,350 "
Ahluwalia Contr.,532811,AHLUCONT,Construction," 1,247 "," 8,351 "
JM Financial,523405,JMFINANCIL,Finance & Investments, 88 ," 8,367 "
P & G Health Ltd,500126,PGHL,Pharmaceuticals - Multinational," 5,050 "," 8,383 "
Anupam Rasayan,543275,ANURAS,Chemicals, 765 ," 8,396 "
Mastek,523704,MASTEK,Computers - Software - Medium / Small," 2,726 "," 8,411 "
Shriram Pistons,,SHRIPISTON,Auto Ancillaries," 1,911 "," 8,419 "
ION Exchange,500214,IONEXCHANG,Engineering, 575 ," 8,426 "
Chemplast Sanmar,543336,CHEMPLASTS,Chemicals, 534 ," 8,435 "
Karnataka Bank,532652,KTKBANK,Banks - Private Sector, 224 ," 8,455 "
Keystone Realtor,543669,RUSTOMJEE,Construction, 674 ," 8,492 "
Jupiter Life Lin,543980,JLHL,Healthcare," 1,298 "," 8,512 "
Star Cement,540575,STARCEMENT,Cement - North India, 211 ," 8,533 "
Deepak Fertiliz.,500645,DEEPAKFERT,Chemicals, 677 ," 8,549 "
Infibeam Avenues,539807,INFIBEAM,Computers - Software - Medium / Small, 31 ," 8,588 "
Responsive Ind,505509,RESPONIND,Plastics Products, 323 ," 8,607 "
Mishra Dhatu Nig,541195,MIDHANI,Steel - Medium / Small, 460 ," 8,613 "
Gallantt Ispat L,532726,GALLANTT,Steel - Medium / Small, 358 ," 8,638 "
Balrampur Chini,500038,BALRAMCHIN,Sugar, 430 ," 8,669 "
Triven.Engg.Ind.,532356,TRIVENI,Sugar, 396 ," 8,669 "
Ujjivan Small,542904,UJJIVANSFB,Banks - Private Sector, 45 ," 8,706 "
Strides Pharma,532531,STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln, 949 ," 8,722 "
Powergrid Infra.,543290,PGINVIT,Power Generation And Supply, 96 ," 8,729 "
Kirl.Pneumatic,505283,KIRLPNU,Compressors / Drilling Equipment," 1,348 "," 8,734 "
Just Dial,535648,JUSTDIAL,Miscellaneous," 1,028 "," 8,741 "
Mah. Seamless,500265,MAHSEAMLES,Steel - Medium / Small, 656 ," 8,787 "
Sandur Manganese,504918,SANDUMA,Mining / Minerals / Metals, 543 ," 8,793 "
Rategain Travel,543417,RATEGAIN,Computers - Software - Medium / Small, 746 ," 8,794 "
Prism Johnson,500338,PRSMJOHNSN,Cement - North India, 175 ," 8,813 "
Syrma SGS Tech.,543573,SYRMA,Electronics - Components, 497 ," 8,826 "
Electronics Mart,543626,EMIL,Trading, 229 ," 8,827 "
SBFC Finance,543959,SBFC,Finance & Investments, 82 ," 8,843 "
L T Foods,532783,LTFOODS,Food - Processing - Indian, 256 ," 8,898 "
Campus Activewe.,543523,CAMPUS,Leather / Leather Products, 292 ," 8,904 "
Senco Gold,543936,SENCO,Diamond Cutting / Jewellery," 1,148 "," 8,918 "
Quess Corp,539978,QUESS,Diversified - Large, 602 ," 8,940 "
Astra Microwave,532493,ASTRAMICRO,Telecommunications - Equipment, 949 ," 9,013 "
ITD Cem,509496,ITDCEM,Construction, 526 ," 9,030 "
India Cements,530005,INDIACEM,Cement - South India, 294 ," 9,098 "
ISGEC Heavy,533033,ISGEC,Engineering - Turnkey Services," 1,245 "," 9,154 "
Elantas Beck,500123,,Chemicals," 11,570 "," 9,175 "
JK Paper,532162,JKPAPER,Paper, 542 ," 9,184 "
