Name,BSE_code,NSE_code,Industry,Current_Price,Market_Capitalization
Godha Cabcon,,GODHA,Cables - Power, 1 , 59 
Aatmaj Health,,AATMAJ,Healthcare, 26 , 59 
Ishan Internat.,,ISHAN,Engineering, 3 , 59 
A B M Internatl.,,ABMINTLLTD,Trading, 63 , 60 
Zodiac Vent.,503641,,Construction, 16 , 60 
PVV Infra Ltd,536659,,Construction, 22 , 60 
Chandra Bhagat,542934,,Trading, 79 , 60 
Rapicut Carbides,500360,,Engineering, 111 , 60 
Modern Engineer.,539762,,Construction, 193 , 60 
Popees Care,530565,,Trading, 98 , 60 
Future Enterp.,523574,FEL,Trading, 1 , 60 
Angel Fibers,541006,,Textiles - Products, 24 , 60 
Vivo Bio Tech,511509,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 40 , 60 
Response Info.,538273,,Computers - Software - Medium / Small, 80 , 60 
Natl. Plastic,526616,,Plastics Products, 66 , 60 
Mediaone Global,503685,,Entertainment / Electronic Media Software, 41 , 60 
Saven Tech.,532404,,Computers - Software - Medium / Small, 56 , 61 
Mehai Technology,540730,,Trading, 28 , 61 
Tirupati Tyres,539040,,Trading, 25 , 61 
Mandeep Auto,,MANDEEP,Auto Ancillaries, 59 , 61 
Hawa Engineers,539176,,Engineering, 173 , 61 
Vistar Amar,538565,,Food - Processing - Indian, 191 , 61 
Krypton Industri,523550,,Tyres, 42 , 61 
Dhanlaxmi Fabric,521151,,Textiles - Products, 71 , 61 
Micropro Softwar,,MICROPRO,Computers - Software - Medium / Small, 43 , 61 
Cian Healthcare,542678,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 25 , 61 
Malu Paper,532728,MALUPAPER,Paper, 36 , 61 
Eiko Lifescience,540204,,Chemicals, 49 , 61 
SwarnsaritaJewel,526365,,Diamond Cutting / Jewellery, 29 , 61 
Aristo Bio-Tech,,ARISTO,Pesticides / Agrochemicals - Indian, 90 , 62 
Ushanti Colour,,UCL,Dyes And Pigments, 58 , 62 
Medi Caps,523144,,Construction, 49 , 62 
Savani Financial,511577,,Finance & Investments, 21 , 62 
Arex Industries,526851,,Textiles - Products, 156 , 62 
ABC India,520123,,Miscellaneous, 114 , 62 
Aeonx Digital,524594,,Trading, 135 , 62 
Metal Coatings,531810,,Steel - Medium / Small, 85 , 62 
Garment Mantra,539216,,Textiles - Products, 6 , 62 
Tatia Global,521228,,Construction, 4 , 62 
Advance Meter.,534612,,Electric Equipment, 39 , 62 
Globalspace Tech,540654,,Computers - Software - Medium / Small, 18 , 62 
Bang Overseas,532946,BANG,Trading, 46 , 62 
Hind.Appliances,531918,,Trading, 62 , 63 
DMR Hydroengg.,543410,,Miscellaneous, 165 , 63 
Signoria Creatio,,SIGNORIA,Textiles - Products, 132 , 63 
Mittal Life Styl,,MITTAL,Trading, 2 , 63 
Lak. Fin. & Indl,,LFIC,Finance & Investments, 209 , 63 
Olatech Solution,543578,,Computers - Software - Medium / Small, 145 , 63 
Swasti Vinayaka,510245,,Textiles - Spinning - Synthetic / Blended, 7 , 63 
TCFC Finance,532284,,Finance & Investments, 60 , 63 
Rose Merc.,512115,,Trading, 145 , 63 
Softrak Venture,531529,,Finance & Investments, 14 , 63 
Fundviser Capit.,530197,,Finance & Investments, 139 , 63 
Service Care Ltd,,SERVICE,Miscellaneous, 55 , 63 
Elixir Capital,531278,,Finance & Investments, 109 , 63 
KKV Agro Powers,,KKVAPOW,Trading," 1,119 ", 63 
Polylink Poly.,531454,,Plastics Products, 29 , 63 
Jet Freight,543420,JETFREIGHT,Transport - Airlines, 14 , 64 
Kshitij Polyline,,KSHITIJPOL,Plastics Products, 7 , 64 
Mefcom Capital,531176,,Finance & Investments, 14 , 64 
Rex Pipes&Cables,,REXPIPES,Plastics Products, 68 , 64 
Sylph Techno,511447,,Computers - Software - Medium / Small, 2 , 64 
Amkay Products,544169,,Healthcare, 75 , 65 
GSM Foils,,GSMFOILS,Aluminium and Aluminium Products, 50 , 65 
Sangani Hospital,,SANGANI,Healthcare, 47 , 65 
Cell Point,,CELLPOINT,Trading, 35 , 65 
Nam Securities,538395,,Finance & Investments, 120 , 65 
Vivid Mercantile,542046,,Trading, 65 , 65 
Chrome Silicon,513005,,Mining / Minerals / Metals, 40 , 65 
Inland Printers,530787,,Printing & Stationery, 131 , 65 
Silgo Retail,,SILGO,Diamond Cutting / Jewellery, 35 , 65 
Shrenik,,SHRENIK,Trading, 1 , 65 
Teesta Agro Ind.,524204,,Fertilizers, 116 , 65 
Aarvee Denims,514274,AARVEEDEN,Textiles - Cotton/Blended, 28 , 65 
Committed Cargo,,COMMITTED,Miscellaneous, 60 , 65 
Vels Film,,VELS,Entertainment / Electronic Media Software, 51 , 65 
Katare Spinning,502933,,Textiles - Cotton/Blended, 229 , 65 
Poddar Housing,523628,PODDARHOUS,Construction, 90 , 65 
Karma Energy Ltd,533451,KARMAENG,Power Generation And Supply, 57 , 66 
SVC Industries,524488,,Miscellaneous, 4 , 66 
Hemadri Cements,502133,,Cement - South India, 98 , 66 
Diligent Indust.,531153,,Solvent Extraction, 6 , 66 
Goel Food,543538,,Food - Processing - Indian, 175 , 66 
Monotype India,505343,,Finance & Investments, 1 , 66 
Ind Bank Housing,523465,,Finance - Housing, 66 , 66 
Royal,544143,,Trading, 135 , 66 
Real Eco-Energy,530053,,Trading, 33 , 66 
South. Magnesium,513498,,Mining / Minerals / Metals, 221 , 66 
Transgene Biotek,526139,,Miscellaneous, 9 , 66 
Sheetal Univer.,,SHEETAL,Food - Processing - Indian, 58 , 66 
DRA Consultants,540144,,Miscellaneous, 61 , 66 
Trishakti Indus,531279,,Finance & Investments, 45 , 66 
Camex,524440,,Dyes And Pigments, 65 , 67 
Kontor Space,,KONTOR,Miscellaneous, 108 , 67 
Orchasp Ltd,532271,,Computers - Software - Medium / Small, 4 , 67 
Banaras Beads,526849,BANARBEADS,Glass & Glass Products, 100 , 67 
Seya Industries,524324,SEYAIND,Chemicals, 25 , 67 
Apoorva Leasing,539545,,Finance & Investments, 33 , 67 
Yudiz Solutions,,YUDIZ,Computers - Software - Medium / Small, 65 , 67 
Veeram Securit.,540252,,Trading, 9 , 67 
Omnitex Industri,514324,,Trading, 160 , 67 
ANG Lifesciences,540694,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 52 , 67 
Sintex Plastics,540653,SPTL,Plastics Products, 1 , 67 
M.V.K. Agro,,MVKAGRO,Sugar, 44 , 67 
Ashnoor Textile,507872,,Textiles - Products, 42 , 68 
Walchand People,501370,,Miscellaneous, 233 , 68 
Pace E-Commerce,543637,,Trading, 30 , 68 
Morarka Finance,511549,,Finance & Investments, 150 , 68 
Innovassynth Inv,533315,,Finance & Investments, 28 , 68 
ISL Consulting,511609,,Finance & Investments, 28 , 68 
Superior Indus.,519234,,Packaging, 49 , 68 
Kalahridhaan,,KTL,Textiles - Products, 40 , 68 
Rasandik Engg.,522207,,Auto Ancillaries, 114 , 68 
West Leisure,538382,,Finance & Investments, 223 , 68 
G-Tec Janix,,GTECJAINX,Miscellaneous, 67 , 68 
S & T Corporatio,514197,,Construction, 21 , 68 
SM Auto Stamping,543065,,Auto Ancillaries, 50 , 68 
ITCONS E-Soluti.,543806,,Miscellaneous, 136 , 68 
Silkflex,,SILKFLEX,Trading, 59 , 68 
K G Denim,500239,,Textiles - Cotton/Blended, 27 , 69 
Vuenow Infratech,531997,,Computers - Software - Medium / Small, 39 , 69 
Anand Rayons,542721,,Trading, 46 , 69 
Baba Arts,532380,,Entertainment / Electronic Media Software, 13 , 69 
Shalimar Prod.,512499,,Entertainment / Electronic Media Software, 1 , 69 
Cranex,522001,,Engineering, 115 , 69 
Manugraph India,505324,MANUGRAPH,Engineering, 23 , 69 
3P Land Hold.,516092,3PLAND,Finance & Investments, 38 , 69 
Comrade Applian.,543921,,Electronics - Components, 92 , 69 
Anjani Synth.,531223,,Textiles - Processing, 47 , 69 
Sky Industries,526479,,Textiles - Products, 88 , 70 
Quicktouch Tech,,QUICKTOUCH,Computers - Software - Medium / Small, 121 , 70 
21st Cent. Mgmt.,526921,21STCENMGM,Finance & Investments, 67 , 70 
SPS Finquest,538402,,Finance & Investments, 69 , 70 
Sri KPR Inds.,514442,,Power Generation And Supply, 35 , 70 
Sambandam Spg.,521240,,Textiles - Cotton/Blended, 166 , 71 
Joindre Capital,531861,,Finance & Investments, 51 , 71 
Modulex Const.,504273,,Construction, 10 , 71 
Charter. Capital,511696,,Finance & Investments, 235 , 71 
Kenvi Jewels,540953,,Diamond Cutting / Jewellery, 6 , 71 
Real Touch Fin,538611,,Finance & Investments, 56 , 71 
Hariyana Ship,526931,,Miscellaneous, 115 , 71 
Capfin India,539198,,Finance & Investments, 249 , 71 
Mono Pharmacare,,MONOPHARMA,Trading, 40 , 71 
Jagan Lamps,530711,,Auto Ancillaries, 98 , 72 
AKG Exim,,AKG,Trading, 23 , 72 
Vishwas Agri,,VISHWAS,Miscellaneous, 72 , 72 
Innovative Tech,523840,,Plastics Products, 32 , 72 
PS IT Infra,505502,,Finance & Investments, 13 , 72 
Dhampur.Spl.Sug.,531923,,Sugar, 91 , 73 
Natl. Oxygen,507813,,Chemicals, 144 , 73 
Ravikumar Distll,533294,RKDL,Breweries & Distilleries, 30 , 73 
Arihant Academy,,ARIHANTACA,Miscellaneous, 120 , 73 
Vadivarhe Speci.,,VSCL,Chemicals, 57 , 73 
Viaz Tyres,,VIAZ,Tyres, 59 , 73 
Perfectpac,526435,,Packaging, 110 , 73 
Terai Tea Co,530533,,Trading, 106 , 73 
AccelerateBS Ind,543938,,Computers - Software - Medium / Small, 340 , 73 
Biogen Pharma,531752,,Finance & Investments, 1 , 73 
Daikaffil Chem,530825,,Dyes And Pigments, 122 , 73 
Gita Renewable,539013,,Power Generation And Supply, 178 , 73 
MKP Mobility,521244,,Trading, 215 , 73 
Constronics,523844,,Trading, 59 , 73 
Marshall Machin.,,MARSHALL,Engineering, 31 , 74 
Yogi Ltd,511702,,Construction, 46 , 74 
Ambani Organics,,AMBANIORG,Chemicals, 105 , 74 
Gini Silk Mills,531744,,Textiles - Processing, 133 , 74 
Crop Life Scienc,,CLSL,Pesticides / Agrochemicals - Indian, 44 , 75 
Vruddhi Engineer,544157,,Trading, 296 , 75 
Ceejay Finance,530789,,Finance & Investments, 217 , 75 
Shree Marutinand,544083,,Trading, 217 , 75 
Vasundhara Rasy.,538634,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 237 , 75 
Hoac Foods,,HOACFOODS,Food - Processing - Indian, 196 , 75 
Pritika Engineer,,PRITIKA,Castings & Forgings, 57 , 75 
Sri Havisha,531322,HAVISHA,Hotels, 2 , 76 
Mish Designs,544015,,Textiles - Products, 270 , 76 
Milton Industri.,,MILTON,Miscellaneous, 45 , 76 
Shreyas Interm.,526335,,Dyes And Pigments, 11 , 76 
Makers Labs.,506919,,Pharmaceuticals - Indian - Formulations, 129 , 76 
Deccan Healthcar,542248,,Food - Processing - Indian, 37 , 76 
Godavari Drugs,530317,,Pharmaceuticals - Indian - Bulk Drugs, 101 , 76 
Ganesha Ecoverse,539041,,Textiles - Products, 68 , 76 
Tridhya Tech,,TRIDHYA,Computers - Software - Medium / Small, 33 , 77 
Rathi Bars,532918,,Steel - Medium / Small, 47 , 77 
Landmarc Leisur.,532275,,Entertainment / Electronic Media Software, 1 , 77 
Dhanalaxmi Roto,521216,,Trading, 197 , 77 
Nakoda Group,541418,NGIL,Food - Processing - Indian, 43 , 77 
Golden Tobacco,500151,GOLDENTOBC,Construction, 44 , 77 
Saboo Sodium,530461,,Food - Processing - Indian, 18 , 77 
Vidli Restaurant,539659,,Hotels, 67 , 78 
HB Stockholdings,532216,HBSL,Finance & Investments, 109 , 78 
Magson Retail,,MAGSON,Trading, 99 , 78 
G V Films,523277,,Entertainment / Electronic Media Software, 1 , 78 
Gujarat Hotels,507960,,Hotels, 205 , 78 
Franklin Indust.,540190,,Trading, 5 , 78 
Graphisads,,GRAPHISAD,Miscellaneous, 43 , 78 
Balkrishna Paper,539251,BALKRISHNA,Paper, 24 , 78 
UR Sugar,539097,,Trading, 15 , 78 
Akshar Spintex,541303,AKSHAR,Textiles - Cotton/Blended, 3 , 78 
Kanishk Steel,513456,,Steel - Medium / Small, 28 , 78 
Shree Pacetronix,527005,,Healthcare, 218 , 78 
Minal Industries,522235,,Diamond Cutting / Jewellery, 4 , 78 
We Win Ltd,543535,WEWIN,Computers - Software - Medium / Small, 78 , 79 
Ekansh Concept,531364,,Miscellaneous, 52 , 79 
Kranti Industrie,542459,,Auto Ancillaries, 69 , 79 
TPI India,500421,,Packaging, 18 , 79 
Phoenix Intl.,526481,,Leather / Leather Products, 47 , 79 
Jain Irrigat-DVR,570004,JISLDVREQS,Plastics Products, 41 , 79 
Gujchem Distill,506640,,Trading, 222 , 79 
Universal Starch,524408,,Miscellaneous, 189 , 79 
Omfurn India,,OMFURN,Miscellaneous, 67 , 79 
Shri Vasuprada,538092,,Tea, 96 , 80 
Austin Engg Co,522005,,Bearings, 229 , 80 
Shiva Mills,540961,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended, 92 , 80 
Optimus Finance,531254,,Finance & Investments, 107 , 80 
Womancart,,WOMANCART,Trading, 190 , 80 
HOV Services,532761,HOVS,Computers - Software - Medium / Small, 64 , 80 
Candour Techtex,522292,,Trading, 47 , 80 
Cerebra Integr.,532413,CEREBRAINT,Computers - Hardware, 7 , 80 
Healthy Life,543546,,Trading, 37 , 80 
Precision Metal.,,PRECISION,Auto Ancillaries, 50 , 80 
Divyashakti,526315,,Miscellaneous, 78 , 81 
Expo Gas Contain,526614,,Packaging, 35 , 81 
Jeevan Scienti.,538837,,Miscellaneous, 52 , 81 
Bombay Cycle,501430,,Diversified - Medium / Small," 2,021 ", 81 
Presstonic,,PRESSTONIC,Engineering, 105 , 81 
Moksh Ornaments,,MOKSH,Trading, 15 , 81 
HB Portfolio,532333,,Finance & Investments, 75 , 81 
Rajeshwari Cans,543285,,Packaging, 155 , 81 
Flexituff Vent.,533638,FLEXITUFF,Packaging, 30 , 81 
Auro Impex,,AUROIMPEX,Electrodes - Welding Equipment, 67 , 81 
Hindustan Hardy,505893,,Auto Ancillaries, 542 , 81 
James Warren Tea,538564,,Tea, 220 , 81 
CIL Nova Petro.,533407,,Textiles - Manmade, 30 , 81 
Aik Pipes & Poly,544072,,Plastics Products, 128 , 81 
Bombay Metrics,,BMETRICS,Trading, 133 , 82 
Sunrise Efficie.,543515,,Trading, 54 , 82 
Jamshri Realty,502901,,Construction," 11,700 ", 82 
Escorp Asset Mgt,540455,,Finance & Investments, 74 , 82 
Prolife Indust.,,PROLIFE,Dyes And Pigments, 200 , 82 
Mahickra Chem.,,MAHICKRA,Dyes And Pigments, 101 , 82 
Evans Electric,542668,,Miscellaneous, 299 , 82 
F Mec Intl. Fin.,539552,,Finance & Investments, 93 , 82 
D & H India,517514,,Electrodes - Welding Equipment, 101 , 83 
Virat Industries,530521,,Textiles - Products, 168 , 83 
Dev Labtech,543848,,Diamond Cutting / Jewellery, 100 , 83 
Ambar Protein,519471,,Solvent Extraction, 144 , 83 
Supra Pacific,540168,,Finance & Investments, 31 , 83 
Growington Vent,539222,,Trading, 5 , 83 
Bheema Cements,518017,,Cement - South India, 26 , 83 
Deem Roll,,DEEM,Castings & Forgings, 100 , 83 
Pruden. Sugar,500342,PRUDMOULI,Trading, 23 , 83 
Alfa Transformer,517546,,Electric Equipment, 92 , 84 
Sam Industries,532005,,Construction, 76 , 84 
Shivam,544165,,Trading, 49 , 84 
Royale Manor,526640,,Hotels, 43 , 84 
Radiowalla,,RADIOWALLA,Entertainment / Electronic Media Software, 120 , 85 
Lexus Granito,,LEXUS,Ceramics - Tiles / Sanitaryware, 42 , 85 
Bright Brothers,526731,,Plastics Products, 149 , 85 
Riba Textiles,531952,,Textiles - Products, 88 , 85 
Orient Beverages,507690,,Miscellaneous, 393 , 85 
Sanrhea Tech.,514280,,Textiles - Processing, 170 , 85 
Amrapali Inds.,526241,,Trading, 17 , 85 
Pattech Fitwell,,PATTECH,Castings & Forgings, 110 , 85 
Nova Iron &Steel,513566,,Steel - Sponge Iron, 24 , 85 
Synoptics Techno,,SYNOPTICS,Computers - Software - Medium / Small, 101 , 85 
Slone,,SLONE,Computers - Hardware, 162 , 85 
Vertexplus Tech.,,VERTEXPLUS,Computers - Software - Medium / Small, 156 , 85 
Rainbow Foundat.,531694,,Construction, 17 , 86 
Balgopal Commer.,539834,,Trading, 52 , 86 
Acme Resources,539391,,Finance & Investments, 33 , 86 
Baba Food,,BABAFP,Food - Processing - Indian, 53 , 86 
Alkosign,543453,,Printing & Stationery, 120 , 86 
Ambo Agritec,543678,,Solvent Extraction, 92 , 86 
Rasi Electrodes,531233,,Electrodes - Welding Equipment, 28 , 87 
Dhanashree Elect,542679,,Electric Equipment, 61 , 87 
Burnpur Cement,532931,BURNPUR,Cement - North India, 10 , 87 
Madhucon Project,531497,MADHUCON,Construction, 12 , 87 
Punjab Commun.,500346,,Telecommunications - Equipment, 72 , 87 
Aro Granite Inds,513729,AROGRANITE,Miscellaneous, 57 , 87 
Marco Cables,,MARCO,Cables - Power, 47 , 88 
Gujarat Poly,517288,,Trading, 103 , 88 
Maitreya,,MAITREYA,Healthcare, 130 , 88 
Banas Finance,509053,,Finance & Investments, 10 , 88 
Le Lavoir,539814,,Miscellaneous, 273 , 88 
Rajgor Castor,,RCDL,Solvent Extraction, 37 , 88 
Thinkink Picture,539310,,Entertainment / Electronic Media Software, 30 , 89 
Hardcast.& Waud,509597,,Miscellaneous," 1,305 ", 89 
Deepak,544036,,Dyes And Pigments, 82 , 89 
Pentagon Rubber,,PENTAGON,Miscellaneous, 116 , 89 
Kalyan Capitals,538778,,Finance & Investments, 17 , 89 
Sambhaav Media,511630,SAMBHAAV,Entertainment / Electronic Media Software, 5 , 90 
Filtra Consult.,539098,,Trading, 110 , 90 
Archies,532212,ARCHIES,Trading, 27 , 90 
NRB Indl Bearing,535458,NIBL,Bearings, 37 , 90 
Sunil Healthcare,537253,,Miscellaneous, 88 , 90 
VSF Projects,519331,,Construction, 55 , 90 
Emerald Finance,538882,,Finance & Investments, 30 , 91 
Suraj Industries,526211,,Trading, 71 , 91 
Ajooni Biotech,,AJOONI,Food - Processing - Indian, 5 , 91 
Ameya Precision,,AMEYA,Engineering, 121 , 91 
Kreon Finnancial,530139,,Finance & Investments, 45 , 91 
Latteys Industri,,LATTEYS,Engineering, 16 , 91 
Siddhika Coatins,,SIDDHIKA,Miscellaneous, 295 , 91 
Pulsar Intl.,512591,,Finance & Investments, 14 , 91 
Ansal Buildwell,523007,,Construction, 124 , 91 
Ludlow Jute,526179,,Textiles - Jute - Yarn / Products, 85 , 91 
Munoth Capital,511200,,Finance & Investments, 100 , 92 
Arabian Petrol.,,ARABIAN,Chemicals, 84 , 92 
Welcast Steels,504988,,Abrasives And Grinding Wheels," 1,440 ", 92 
Envair Electrody,500246,,Engineering, 199 , 92 
Rolta India,500366,ROLTA,Computers - Software - Medium / Small, 6 , 93 
Shristi Infra,511411,,Construction, 42 , 93 
Baroda Extrusion,513502,,Mining / Minerals / Metals, 6 , 93 
Sh. Krish. Infr.,542146,,Construction, 85 , 93 
M E T S,538401,,Healthcare, 170 , 94 
Upsurge Invest.,531390,,Finance & Investments, 62 , 94 
CNI Research,512018,,Finance & Investments, 8 , 94 
Shri Krishna,531080,,Construction, 34 , 94 
Acknit Indus.,530043,,Textiles - Products, 310 , 94 
Jindal Hotels,507981,,Hotels, 135 , 94 
Shalimar Wires,532455,,Textiles - Products, 22 , 94 
Mukesh Babu Fin.,530341,,Finance & Investments, 136 , 95 
Agro Phos India,,AGROPHOS,Fertilizers, 47 , 95 
Patdiam Jeweller,539401,,Diamond Cutting / Jewellery, 219 , 95 
Sungarner Energ.,,SEL,Electric Equipment, 408 , 95 
Keerthi Indus,518011,,Cement - South India, 118 , 95 
Prit Nandy Comm.,532387,PNC,Entertainment / Electronic Media Software, 65 , 95 
Dollex Agrotech,,DOLLEX,Sugar, 38 , 95 
Elegant Marbles,526705,,Miscellaneous, 260 , 95 
Associated Cera.,531168,,Refractories / Intermediates, 317 , 95 
Mena Mani Inds.,531127,,Trading, 9 , 95 
Achyut Healthcar,543499,,Trading, 57 , 95 
Alstone Textiles,539277,,Trading, 1 , 96 
Dharni Capital,543753,,Finance & Investments, 47 , 96 
Power & Instrum.,543912,PIGL,Electric Equipment, 76 , 96 
Guj. Containers,513507,,Packaging, 170 , 96 
Shilp Gravures,513709,,Mining / Minerals / Metals, 156 , 96 
Aztec Fluids,544177,,Computers - Hardware, 71 , 96 
Krishna Vent.,504392,,Construction, 89 , 96 
Ram Info,530951,,Computers - Software - Medium / Small, 128 , 96 
Cranes Software,512093,,Computers - Software - Medium / Small, 8 , 96 
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian, 101 , 97 
Mangalam Alloys,,MAL,Steel - Medium / Small, 39 , 97 
Clara Industries,543435,,Packaging, 234 , 97 
KBS India,530357,,Finance & Investments, 9 , 97 
Ashika Credit,543766,,Finance & Investments, 82 , 97 
Rama Vision,523289,,Trading, 93 , 97 
BLB,532290,BLBLIMITED,Finance & Investments, 18 , 97 
BSEL ALGO,532123,,Construction, 12 , 98 
Global Pet Indus,,GLOBALPET,Engineering, 100 , 98 
SKP Securities,531169,,Finance & Investments, 144 , 98 
Key Corp,507948,,Finance & Investments, 163 , 98 
Aayush Food&Herb,539528,,Trading, 302 , 98 
Riddhi Corporate,540590,,Computers - Software - Medium / Small, 83 , 98 
Remi Edelstahl,513043,,Steel - Medium / Small, 90 , 99 
Astron Paper,540824,ASTRON,Paper, 21 , 99 
Sharika Enterpr.,540786,,Trading, 23 , 99 
SVP Global,505590,SVPGLOB,Textiles - Spinning - Synthetic / Blended, 8 , 99 
Madhav Copper,,MCL,Mining / Minerals / Metals, 37 , 99 
Sameera Agro,,SAIFL,Food - Processing - Indian, 83 , 99 
Globe Textiles,,GLOBE,Textiles - Products, 3 , 100 
Sangam Finserv,538714,,Finance & Investments, 107 , 100 
Vippy Spinpro,514302,,Textiles - Cotton/Blended, 170 , 100 
Virya Resources,512479,,Construction, 667 , 100 
Excel Realty,533090,EXCEL,Construction, 1 , 100 
Titan Intech,521005,,Computers - Software - Medium / Small, 43 , 100 
B C C Fuba India,517246,,Electronics - Components, 65 , 100 
Vinny Overseas,543670,VINNY,Textiles - Processing, 4 , 100 
East West Holdin,540006,,Miscellaneous, 8 , 101 
Harshdeep,544105,,Miscellaneous, 63 , 101 
McNally Bharat,532629,MBECL,Engineering - Turnkey Services, 5 , 101 
Vaswani Industri,533576,VASWANI,Steel - Sponge Iron, 34 , 101 
Thacker & Co.,509945,,Trading, 933 , 101 
Shetron,526137,,Packaging, 113 , 102 
Raaj Medisafe,524502,,Packaging, 93 , 102 
One Global Serv,514330,,Healthcare, 143 , 102 
Tayo Rolls,504961,,Castings & Forgings, 99 , 102 
Banka Bioloo,,BANKA,Miscellaneous, 94 , 102 
Globe Intl. Car.,,GICL,Miscellaneous, 41 , 102 
Agni Green,,AGNI,Electric Equipment, 52 , 102 
Ansal Housing,507828,,Construction, 15 , 102 
Raja Bahadur Int,503127,,Construction," 4,100 ", 103 
Kothari Ferment.,507474,,Food - Processing - Indian, 69 , 103 
Lykis,530689,,Trading, 53 , 103 
Skyline Millars,505650,,Construction, 26 , 103 
Cinevista,532324,CINEVISTA,Entertainment / Electronic Media Software, 18 , 103 
Gokak Textiles,532957,,Textiles - Cotton/Blended, 159 , 104 
Freshtrop Fruits,530077,,Food - Processing - Indian, 130 , 104 
Ganga Forging,,GANGAFORGE,Castings & Forgings, 8 , 104 
Titan Securities,530045,,Finance & Investments, 42 , 104 
Creative Casting,539527,,Castings & Forgings, 801 , 104 
Naman In-Store,,NAMAN,Engineering, 99 , 104 
Nilachal Refract,502294,,Refractories / Intermediates, 51 , 104 
Delta Manufact.,504286,DELTAMAGNT,Electronics - Components, 96 , 105 
Krishanveer Forg,513369,,Castings & Forgings, 96 , 105 
Samrat Pharma,530125,,Pharmaceuticals - Indian - Bulk Drugs, 339 , 105 
Biofil Chemicals,524396,BIOFILCHEM,Pharmaceuticals - Indian - Formulations, 64 , 105 
Shanti Spintex,544059,,Textiles - Cotton/Blended, 62 , 105 
Tera Software,533982,TERASOFT,Computers - Software - Medium / Small, 84 , 105 
Ahasolar Technol,543941,,Trading, 341 , 105 
VMS Industries,533427,,Miscellaneous, 43 , 105 
Orient Press,526325,ORIENTLTD,Packaging, 105 , 105 
Integrated Perso,,IPSL,Miscellaneous, 146 , 105 
Aplab,517096,,Electronics - Components, 95 , 105 
Advik Capital,539773,,Finance & Investments, 2 , 105 
Yaari Digital,533520,YAARI,Miscellaneous, 10 , 105 
Hisar Met.Inds.,590018,HISARMETAL,Steel - Medium / Small, 195 , 105 
Bhilwara Spinner,514272,,Textiles - Cotton/Blended, 117 , 106 
Secmark Consult.,543234,SECMARK,Computers - Software - Medium / Small, 102 , 106 
Relicab Cable,539760,,Cables - Power, 105 , 106 
Futuristic Solu,534063,,Finance & Investments, 101 , 106 
Dutron Polymers,517437,,Plastics Products, 177 , 106 
Enfuse,,ENFUSE,Computers - Software - Medium / Small, 120 , 106 
Celebrity Fash.,532695,CELEBRITY,Textiles - Products, 19 , 106 
Manoj Ceramic,544073,,Trading, 128 , 106 
Nagreeka Exports,521109,NAGREEKEXP,Textiles - Cotton/Blended, 34 , 106 
Bansal Roofing,538546,,Steel - Medium / Small, 81 , 107 
Sayaji Industr,540728,,Miscellaneous, 169 , 107 
